"PR"	"URL"	"HTTP status code"	"Content type"	"Is indexable page"	"Title"	"Title length"	"Meta description"	"Meta description length"	"H1"	"H1 length"	"Meta robots"	"Robots information in HTTP headers"	"Canonical URL"	"Canonical URL code"	"Size (bytes)"	"No. of content words"	"Depth"	"No. of href inlinks"	"No. of inlinks dofollow"	"No. of internal outlinks"	"No. of external outlinks"	"Loading time (ms)"	"Organic traffic"	"No. of backlinks"	"No. of dofollow backlinks"	"No. of nofollow backlinks"	"No. of referring domains"	"No. of referring pages"
"20"	"https://cindemirlaw.com/european-law-rights-concerning-ankara-agreement/"	"200"	"text/html; charset=utf-8"	"true"	"European Law & Rights Concerning Ankara Agreement in Turkey"	"59"	"Explains European Law & Rights Concerning Ankara Agreement in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"150"	"European Law & Rights Concerning Ankara Agreement"	"49"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/european-law-rights-concerning-ankara-agreement/"	"200"	"155930"	"237"	"0"	"3"	"3"	"16"	"4"	"770"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Как развестись в Турции -"	"25"	"Как развестись в Турции Эта статья рассказывает о процедуре развода и деления имущества в соответствии с семейным правом Турции."	"128"	"Как развестись в Турции"	"23"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e/?lang=ru"	"200"	"172353"	"963"	"1"	"0"	"0"	"25"	"2"	"802"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/administration-of-crypto-assets-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Administration of Crypto Assets under Turkish Law | Turkish Law"	"63"	"Explains Administration of Crypto Assets under Turkish Law, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"149"	"Administration of Crypto Assets under Turkish Law"	"49"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/administration-of-crypto-assets-under-turkish-law/"	"200"	"162665"	"977"	"0"	"3"	"3"	"24"	"4"	"758"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/notice-of-termination-for-employment-contracts-in-turkish-labor-law/"	"200"	"text/html; charset=utf-8"	"true"	"Termination Notice , Turkish Labor Law"	"38"	"This article aims to explain about notice of termination for employment contracts in Turkish Labor Law. Labor Law Turkey is described"	"133"	"Notice of Termination for Employment Contracts in Turkish Labor Law"	"67"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/notice-of-termination-for-employment-contracts-in-turkish-labor-law/"	"200"	"158499"	"554"	"0"	"3"	"3"	"22"	"4"	"804"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/airport-customs-seizures-and-smuggling-offences-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Airport Customs Seizures and Smuggling Offences under Turkish Law"	"65"	"Explains Airport Customs Seizures and Smuggling Offences under Turkish Law, including documents, authority practice and procedural options for foreign nationals."	"161"	"Airport Customs Seizures and Smuggling Offences under Turkish Law"	"65"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/airport-customs-seizures-and-smuggling-offences-under-turkish-law/"	"200"	"162091"	"824"	"0"	"5"	"5"	"29"	"4"	"769"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/services/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Наши Услуги"	"11"	"Cindemir Law Office предлагает профессиональную юридическую поддержку для бизнеса и частных лиц в Турции. Свяжитесь с нами, чтобы получить консультацию и защиту ваших прав."	"172"	"Наши юридические услуги"	"23"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/services/?lang=ru"	"200"	"165425"	"809"	"1"	"0"	"0"	"13"	"2"	"785"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%B2%D0%B8%D0%B4%D1%8B-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B8-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"открытие фирмы в турции - Адвокатское бюро Джиндемир"	"52"	"Эта статья написана, чтобы объяснить типы компаний и создание компании в Турции."	"80"	"открытие фирмы в турции"	"23"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%B2%D0%B8%D0%B4%D1%8B-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B8-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"186629"	"775"	"1"	"0"	"0"	"22"	"2"	"801"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/embed-list/"	"200"	"text/html; charset=utf-8"	"true"	"Embed List - Cindemir Law Office"	"32"	"Legal Resources & Insights – Explore expert legal articles, case studies, and industry updates. Cindemir Law Office provides in-depth analysis on Turkish and international law."	"176"	""	""	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/embed-list/"	"200"	"151915"	"115"	"0"	"1"	"1"	"11"	"4"	"724"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/testamentary-disposition-and-testaments-in-turkish-inheritance-law/"	"200"	"text/html; charset=utf-8"	"true"	"Testamentary Disposition and Testaments in Turkish Inheritance Law"	"66"	"Explains Testamentary Disposition and Testaments in Turkish Inheritance Law, including heirs, probate, documents and practical risks for foreign families."	"154"	"Testamentary Disposition and Testaments in Turkish Inheritance Law"	"66"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/testamentary-disposition-and-testaments-in-turkish-inheritance-law/"	"200"	"159833"	"819"	"0"	"3"	"3"	"22"	"4"	"809"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/hakan-cindemir-attorney-at-law-senior-attorney-of-the-law-office/"	"200"	"text/html; charset=utf-8"	"true"	"Mr. Hakan Cindemir, PhD, Senior Partner | Cindemir Law Office"	"61"	"Profile of Mr. Hakan Cindemir, PhD, Senior Partner, including professional background, practice areas and contact context at Cindemir Law Office."	"145"	"Mr. Hakan Cindemir, PhD, Senior Partner"	"39"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/hakan-cindemir-attorney-at-law-senior-attorney-of-the-law-office/"	"200"	"156800"	"315"	"0"	"3"	"3"	"30"	"4"	"772"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/legal-alert-new-regulation-on-timeshare-rights-in-turkey-7-day-minimum-period-introduced/"	"200"	"text/html; charset=utf-8"	"true"	"Legal Alert: New Regulation on Timeshare Rights in Turkey"	"57"	"Explains Legal Alert: New Regulation on Timeshare Rights in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"148"	"Legal Alert: New Regulation on Timeshare Rights in Turkey – 7-Day Minimum Period Introduced"	"91"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-alert-new-regulation-on-timeshare-rights-in-turkey-7-day-minimum-period-introduced/"	"200"	"163949"	"687"	"0"	"7"	"7"	"28"	"4"	"817"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%BA%D0%B0%D0%BA-%D1%80%D0%B0%D0%B7%D0%B2%D0%B5%D1%81%D1%82%D0%B8%D1%81%D1%8C-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Развод и раздел имущества по семейному праву Турции - Cindemir Law Office"	"73"	"Развод в Турции для иностранцев. Юридические консультации, раздел имущества, опека над детьми, брачный договор и алименты с русскоговорящим адвокатом."	"150"	"Развод и раздел имущества по семейному праву Турции"	"51"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%BA%D0%B0%D0%BA-%D1%80%D0%B0%D0%B7%D0%B2%D0%B5%D1%81%D1%82%D0%B8%D1%81%D1%8C-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"168012"	"544"	"1"	"0"	"0"	"24"	"2"	"785"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/direct-foreign-invesment-law-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Direct Foreign Invesment Law in Turkey | Cindemir Law Office"	"60"	"Explains Direct Foreign Invesment Law in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"129"	"Direct Foreign Invesment Law in Turkey"	"38"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/direct-foreign-invesment-law-in-turkey/"	"200"	"160758"	"912"	"0"	"3"	"3"	"29"	"4"	"793"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/trade-law-of-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Turkish Commercial Law | Cindemir Law Office"	"44"	"Explains Turkish Commercial Law, including company procedures, governance, compliance and key points for foreign investors."	"123"	"Turkish Commercial Law"	"22"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/trade-law-of-turkey/"	"200"	"160654"	"829"	"0"	"9"	"9"	"24"	"4"	"784"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/link11/?lang=zh-hans"	"200"	"text/html; charset=utf-8"	"true"	"债务催收服务 - Cindemir Law Office"	"28"	"我们的律师事务所与全世界特别是欧洲的同事合作，通过我们的全球网络，我们不仅跟进土耳其的债务。"	"46"	"债务催收服务"	"6"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/link11/?lang=zh-hans"	"200"	"156177"	"120"	"1"	"0"	"0"	"12"	"2"	"770"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/training/"	"200"	"text/html; charset=utf-8"	"true"	"Training in Turkey | Cindemir Law Office"	"40"	"Explains Training in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"109"	"Training"	"8"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/training/"	"200"	"155843"	"238"	"0"	"3"	"3"	"16"	"4"	"741"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/nft-law-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Nft Law in Turkey | Cindemir Law Office"	"39"	"Explains Nft Law in Turkey, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"117"	"Nft Law in Turkey"	"17"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/nft-law-in-turkey/"	"200"	"163634"	"642"	"0"	"11"	"11"	"26"	"4"	"797"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/escrow-agency-escrow-agreement/"	"200"	"text/html; charset=utf-8"	"true"	"Escrow Agency / Escrow Agreement in Turkey | Cindemir Law Office"	"64"	"Explains Escrow Agency / Escrow Agreement in Turkey, including payment security, contractual structure and practical risks in transactions."	"139"	"Escrow Agency / Escrow Agreement"	"32"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/escrow-agency-escrow-agreement/"	"200"	"155762"	"237"	"0"	"3"	"3"	"16"	"4"	"764"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb5fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"юридическая помощь онлайн в турции Европейское"	"46"	"Наша фирма оказывает помощь турецким гражданам в учреждении бизнеса и предоставлении услуг в странах ЕС, координируя юридические вопросы через свои партнерские фирмы. Визовые и капиталовложения могут быть препятствиями, но новые соглашения о союзе с Турцией создают привилегии для граждан Турции в области свободы учреждения и предоставления услуг в ЕС."	"353"	"юридическая помощь онлайн в турции Европейское право и Права касательно Европейского соглашения об ассоциации между ЕС и Турцией"	"128"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb5fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"164856"	"338"	"1"	"0"	"0"	"19"	"2"	"794"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/crypto-asset-fraud-common-schemes-legal-analysis-what-victims-should-do/"	"200"	"text/html; charset=utf-8"	"true"	"Crypto Asset Fraud in Turkey | Legal Overview"	"45"	"Explains Crypto Asset Fraud in Turkey, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"128"	"Crypto Asset Fraud: Common Schemes, Legal Analysis & What Victims Should Do"	"75"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/crypto-asset-fraud-common-schemes-legal-analysis-what-victims-should-do/"	"200"	"164743"	"1044"	"0"	"11"	"11"	"29"	"4"	"757"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/nashiyurist/"	"200"	"text/html; charset=utf-8"	"true"	"Услуги - Cindemir Law Office"	"28"	"Cindemir Law Office – Ведущая юридическая фирма в Турции с 1892 года Адвокатская контора Cindemir Law Office предлагает профессиональные юридические услуги в Стамбуле и на международном уровне."	"193"	""	""	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/nashiyurist/"	"200"	"152336"	"118"	"0"	"1"	"1"	"11"	"4"	"721"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/consequences-of-a-divorce-decision-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Divorce Decision in Turkey and the Results | Cindemir Law Office"	"64"	"Explains Divorce Decision in Turkey and the Results, including court procedure, recognition issues and family-law risks for foreign clients."	"140"	"Divorce Decision in Turkey and the Results"	"42"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/consequences-of-a-divorce-decision-in-turkey/"	"200"	"166014"	"772"	"0"	"9"	"9"	"32"	"4"	"787"	"0"	"3"	"2"	"1"	"3"	"3"
"20"	"https://cindemirlaw.com/regulatory-landscape-for-crypto-asset-trading-platforms-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Crypto Asset Trading Platforms in Turkey | Cindemir Law Office"	"62"	"Explains Crypto Asset Trading Platforms in Turkey, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"140"	"Regulatory Landscape for Crypto Asset Trading Platforms in Turkey"	"65"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/regulatory-landscape-for-crypto-asset-trading-platforms-in-turkey/"	"200"	"162075"	"776"	"0"	"4"	"4"	"23"	"4"	"781"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/plastic-surgery-malpractice-in-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Plastic Surgery Malpractice in Turkish Law"	"42"	"This article touches on Plastic Surgery Malpractice in Turkish Law and explaining the court procedure which will be followed by a Turkish Lawyer."	"145"	"Plastic Surgery Malpractice in Turkish Law"	"42"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/plastic-surgery-malpractice-in-turkish-law/"	"200"	"165646"	"931"	"0"	"7"	"7"	"33"	"4"	"781"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/insurance/"	"200"	"text/html; charset=utf-8"	"true"	"Insurance in Turkey | Cindemir Law Office"	"41"	"Explains Insurance in Turkey, including liability, evidence and compensation issues under Turkish law."	"102"	"Insurance"	"9"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/insurance/"	"200"	"155575"	"198"	"0"	"3"	"3"	"15"	"4"	"749"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/hakan-cindemir/"	"200"	"text/html; charset=utf-8"	"true"	"Hakan Cindemir, PhD | Cindemir Law Office"	"41"	"Profile of Hakan Cindemir, PhD, including professional background, practice areas and contact context at Cindemir Law Office."	"125"	"Hakan Cindemir, PhD"	"19"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/hakan-cindemir/"	"200"	"155236"	"165"	"0"	"3"	"3"	"14"	"4"	"773"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/electric-distribution-and-transmission-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"ELECTRIC DISTRIBUTION AND TRANSMISSION IN TURKEY (renewable energy law turkey)"	"78"	"This article aims to explain ELECTRIC DISTRIBUTION AND TRANSMISSION IN TURKEY, renewable energy law turkey"	"106"	"Electric Distribution and Transmission In Turkey"	"48"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/electric-distribution-and-transmission-in-turkey/"	"200"	"160658"	"869"	"0"	"3"	"3"	"20"	"4"	"775"	"0"	"0"	"0"	"0"	"0"	"0"
